Per capita personal income 2/,FIPS,AreaName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
3,2220,"Sitka City and Borough, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,13936,14690,15770,16477,15806,16203,18268,20297,19409,20589,21060,22353,22769,22919,23020,23304,24713,25626,25522,26728,27459,29716,31736,31207,31759,33404,34901,36162,39472,41872
3,2230,"Skagway Borough, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,62685
3,2231,"Skagway-Yakutat-Angoon Census Area, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,12465,11556,12198,15460,15878,14137,15344,17501,16690,18665,19198,20984,21251,22747,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2232,"Skagway-Hoonah-Angoon Census Area, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,23327,22107,22337,23333,25520,25129,26245,30473,31448,33395,34559,34959,36941,39426,42797,(N) 
3,2240,"Southeast Fairbanks Census Area, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,9416,9523,10833,12309,12042,12955,13396,13520,12237,13594,13809,16997,17402,17702,17960,19819,19970,20156,20925,21229,22661,23381,24786,25581,28910,30450,35001,36122,40129,43432
3,2261,"Valdez-Cordova Census Area, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,12496,15793,16427,18500,17062,16829,20013,20073,19854,22629,26957,23680,24616,26171,26158,26712,26204,26881,27651,28977,29302,31225,32045,34042,33651,35252,36935,38247,42038,45687
3,2270,"Wade Hampton Census Area, AK",1678,2087,2197,2447,4463,3593,4045,4877,4182,4577,4856,5948,6714,7678,6894,7476,8445,9325,9335,9411,9913,10413,10057,10015,10666,10896,11145,11949,12527,12775,13235,14253,14948,15460,15570,15751,16652,16902,17957,20177
3,2280,"Wrangell-Petersburg Census Area, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,12087,15247,14770,15625,16421,15088,19348,20406,19863,22877,22067,23622,23669,23930,23538,24532,23807,24194,25120,25538,27084,28441,30330,31418,32580,33110,35225,36712,39276,41514
3,2282,"Yakutat City and Borough, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,21460,24445,23589,22923,24302,25829,24306,28841,27811,30774,30108,32183,34046,38424,39865,44168
3,2290,"Yukon-Koyukuk Census Area, AK",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,9663,10666,11731,13053,12775,12772,12906,12825,11975,12439,13411,14407,14362,14556,14989,15706,17633,17148,17601,17644,18284,19920,21494,22911,24819,25179,26428,27082,28752,31187
3,2901,"Aleutian Islands Division, AK",5669,6111,6954,6957,8397,8434,9136,11268,10800,12864,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2903,"Angoon Division, AK",1986,2675,3147,3967,7498,6173,5834,6938,6540,8042,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2904,"Barrow-North Slope Division, AK",3516,3699,4366,4658,6001,6692,12539,16811,17583,18807,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2905,"Bethel Division, AK",1589,2070,2310,2593,4840,4329,4816,4838,5334,5863,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2907,"Bristol Bay Division, AK",1904,2466,2697,2481,4745,4402,5057,5343,5898,6834,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2908,"Cordova-McCarthy Division, AK",3694,4254,4740,5210,6824,7366,9164,9882,11635,13007,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2910,"Haines Division, AK",3678,3988,4046,4862,6463,6800,6722,7314,7790,8784,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2912,"Kenai-Cook Inlet Division, AK",3652,3865,4397,4791,5740,7143,9401,11161,12203,12289,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2916,"Kuskokwim Division, AK",2312,2660,3233,3358,4913,4841,4350,4826,4472,4688,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2919,"Outer Ketchikan Division, AK",3451,3948,4277,5312,7781,8183,8038,8725,9218,11749,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2920,"Prince of Wales Division, AK",4437,5392,6118,6981,7969,7827,7263,6697,9631,8855,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2921,"Seward Division, AK",3644,4739,5025,5137,6745,7423,8582,10944,10912,11563,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2922,"Sitka Division, AK",4769,5430,5674,6748,7258,8372,8254,9106,9763,10995,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2923,"Skagway-Yakutat Division, AK",3028,3648,4162,4303,6323,6470,6243,6866,7813,7743,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2924,"Southeast Fairbanks Division, AK",3342,3811,4199,4640,5665,6651,9710,15568,7602,7708,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2925,"Upper Yukon Division, AK",3918,4371,4538,4845,9009,10102,11383,11894,10626,10415,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2926,"Valdez-Chitina-Whittier Division, AK",4277,4856,5263,5513,6643,11048,14902,19276,14222,10844,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2928,"Wrangell-Petersburg Division, AK",4213,4701,4639,5878,7040,7185,6958,7921,8806,10390,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,2929,"Yukon-Koyukuk Division, AK",3022,3481,3946,4148,5799,6703,10952,13414,10003,10575,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) 
3,4001,"Apache, AZ",2204,2502,2602,2880,3056,3294,3514,3913,3920,4898,4944,5123,5396,5648,6050,6917,6977,7229,7319,7498,8200,8505,9245,10150,10659,10842,10568,11237,11410,12290,13550,14006,16303,16897,17454,18674,20055,20682,21741,23643
3,4003,"Cochise, AZ",3405,3553,3949,4186,4491,4800,5049,5449,5806,6392,6687,7672,8405,8852,9575,10643,11115,11400,11895,12562,12989,13745,14521,15316,15449,15611,15692,16675,17247,18154,18814,20123,21764,22708,23825,25942,28014,29531,31657,33259
3,4005,"Coconino, AZ",2870,3090,3366,3747,4200,4314,4532,5174,5511,6362,6851,7715,8332,8691,9319,10105,10915,11585,12026,12428,12878,13778,14410,15316,15674,16639,17338,18389,19408,20849,22076,23793,24591,25295,25943,27710,29488,31789,33417,34330
3,4007,"Gila, AZ",2474,2872,2906,3493,4181,4226,4728,4875,5440,5983,6736,7357,8711,8521,8736,9659,10226,10491,10973,12008,12597,13380,13983,14571,15233,16089,15850,16956,17448,18296,18847,19602,20539,21335,22398,23865,25603,27529,29192,30904
3,4009,"Graham, AZ",2395,2802,2856,3266,4038,4083,3815,4394,4609,5434,5991,6311,7045,6666,7039,7711,7536,8036,8425,9094,9559,10096,10656,11372,11641,12288,12323,13228,13777,13868,13955,14502,15171,15709,16943,18492,20175,21831,23006,25029
3,4011,"Greenlee, AZ",3375,3952,3690,4296,5185,5127,5402,5889,5846,6631,7640,8527,9910,7167,8809,9636,9442,10235,10598,11390,12549,13525,14424,15137,15230,16014,17754,18708,19444,19334,18873,21476,20519,20454,22379,24757,26968,29931,32148,38779
3,4012,"La Paz, AZ 4/",(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,(N) ,6648,7216,8533,9089,10993,12386,12382,12979,13079,12850,14103,13626,14342,14323,14783,14700,16263,16080,17671,18051,19102,20890,22329,23148,24281,26103
3,4013,"Maricopa, AZ",3779,4144,4479,4863,5312,5704,5926,6557,7224,8282,9439,10523,11713,12128,13044,14333,15243,16042,16603,17373,18131,18753,19043,19585,20172,21364,22377,23560,24871,26554,27492,29571,30103,30261,30862,32561,34551,36829,37689,37168
3,4015,"Mohave, AZ",3648,3770,3978,4207,4628,4799,5145,5247,6016,6951,7510,7998,8615,8534,9278,10327,11123,11667,12553,13138,13963,14667,14717,14744,15052,15794,15278,15737,16641,17547,18264,19218,19999,20370,21001,22014,23538,24603,25557,26197
3,4017,"Navajo, AZ",2021,2197,2456,2714,3085,3346,3849,4143,4919,5676,5833,6350,6835,7219,7471,8237,8461,8925,9304,9386,9650,10024,10607,11147,11371,11942,12180,12877,13156,13926,14552,15044,16099,16599,17507,18408,19824,20743,21670,22613
3,4019,"Pima, AZ",3448,3821,4114,4379,4760,5146,5406,5851,6332,7091,7990,9043,10222,10542,11159,12139,12967,13624,14037,14578,15456,15841,16552,17024,17991,18950,19480,20418,21178,22630,23536,24845,25331,25384,26058,27917,30111,32085,33225,34058
3,4021,"Pinal, AZ",3017,3139,3430,3690,4139,5026,4680,5360,5449,5946,7132,7674,8769,8020,7988,9093,9313,9964,10748,11566,12094,12112,12867,12930,13479,13811,14095,14793,15318,16185,16890,17598,19220,19103,19865,21213,23524,23785,23673,23985
3,4023,"Santa Cruz, AZ",3023,3402,3776,4044,4527,4734,5454,5797,6139,6830,7144,7790,8623,8502,8819,9507,9716,10453,10769,11182,11471,11885,12145,12570,13075,13726,13909,14816,15719,16665,17032,17405,18472,18256,19421,20361,22281,23760,25386,26466
3,4025,"Yavapai, AZ",3327,3663,4013,4295,4792,4988,5622,5672,6148,6911,7595,8735,9813,9948,10576,11551,12410,12843,13174,13688,14395,14794,15303,15764,16193,17699,17704,18461,19424,20513,20996,21843,22013,22346,22961,24698,26724,28144,29930,30011
3,4027,"Yuma, AZ 4/",3245,3444,3714,3959,4233,5306,5646,5823,6071,6688,7904,8189,8949,9133,9738,11035,11898,12111,13469,14258,13642,13550,14450,14653,15169,15075,17132,15862,16346,17469,17072,17877,18453,19845,20187,22107,22845,23338,24768,25041
3,5001,"Arkansas, AR",3084,3573,3592,4090,5710,6758,5928,6052,6302,8513,8101,8094,9659,9799,10169,11529,11872,12249,12141,13679,13946,14521,15044,16582,17395,18407,20079,21308,21685,22539,23002,23245,25327,25476,29308,31169,29936,32519,34804,39776
3,5003,"Ashley, AR",2492,2862,3084,3239,3937,4276,4530,5122,5681,6659,7247,7401,8541,8654,9080,10545,10811,10714,11548,12265,12752,13534,14674,15659,16007,17509,18138,18934,19976,20781,21263,21914,22762,22837,24926,24884,26216,27551,28589,29777
3,5005,"Baxter, AR",2642,2891,3192,3370,3850,4270,4694,5177,5485,6200,6742,7906,9036,9766,10530,11160,12033,12933,12942,13467,14651,15248,16230,17013,17585,17991,18639,19386,20325,21449,21627,22441,23482,24254,24380,25051,26123,27993,30065,30596
3,5007,"Benton, AR",2622,2842,3081,3456,4061,4316,4994,5493,5870,6621,7204,8104,9378,9985,10945,12068,12901,13994,14144,15217,16167,16475,17185,18535,18870,19743,20445,21392,22089,23536,24631,25730,26846,27322,27987,29398,30297,32104,34296,34293
3,5009,"Boone, AR",2676,2950,3305,3733,4189,4607,4666,5300,5813,6439,6923,7380,8203,8813,9337,10147,10857,11334,11986,12746,13852,14315,14910,15530,16354,16709,17206,17567,18509,19774,20639,21305,21883,22486,22879,24311,25374,26836,27822,28275
3,5011,"Bradley, AR",2368,2575,2861,3153,3547,3958,4326,4682,5057,5712,6301,6931,7589,8093,8882,9535,10057,10387,10704,11689,13136,13976,14332,15237,15327,15990,16322,17264,18004,18188,17750,18443,20317,20724,21526,23380,23355,24612,26175,26788
3,5013,"Calhoun, AR",2185,2143,2295,2572,3037,3307,3527,4334,4547,5155,5446,5973,6701,7405,8175,9068,9819,10272,10268,10799,11460,11970,12358,13352,13651,13986,14190,14911,15919,17331,17763,18811,20561,21271,21316,22121,23422,24141,25634,27506
3,5015,"Carroll, AR",2567,2685,3062,3441,3846,3586,4514,4917,5095,5988,6512,6725,7667,8366,8539,9647,10597,11834,12085,12449,13566,14061,14832,16108,16337,16901,16599,16597,17051,18037,18692,18869,20220,19679,19834,22221,22536,23151,25443,26037
3,5017,"Chicot, AR",1928,2325,2456,2737,3313,4012,3702,3926,4267,5029,6111,5038,6638,6375,6248,7825,7856,7579,8725,10065,9598,10730,11294,12901,12878,13779,14688,16069,16476,16884,17430,18335,19276,18843,21928,22833,23253,23867,26674,29699
3,5019,"Clark, AR",2372,2529,2717,3059,3404,3906,4114,4679,5115,5879,6452,7371,8043,8496,9046,9782,10242,10070,10095,10642,11755,12506,13198,13871,14331,14939,15604,16618,16735,17379,17870,19146,20747,20945,22295,23148,24029,25240,27243,27849
3,5021,"Clay, AR",2299,2655,2669,2902,3650,4369,4252,4340,4899,6535,5969,6058,7790,7747,7707,8881,9232,9231,9852,11226,11335,11790,12663,13947,14204,14814,15462,16728,17351,17968,18521,19802,20473,20028,23488,23807,23515,24398,26488,29345
3,5023,"Cleburne, AR",2125,2190,2491,2793,3245,3284,3847,4318,4572,5204,5803,6536,7409,7897,8464,9356,10140,11006,11274,11923,13015,13206,13824,14712,15164,16264,16961,17984,19112,20772,21018,22450,23489,24014,24712,26009,26957,28479,30289,31616
3,5025,"Cleveland, AR",2241,2236,2591,2514,3084,3424,3860,4406,4910,5519,6215,6902,7421,7588,7817,8502,8938,9765,9729,10326,11552,11836,12319,13671,14311,15218,16255,17526,18804,20308,21089,21846,24085,24056,24792,27214,28044,28332,30621,31885
3,5027,"Columbia, AR",2387,2486,2591,2964,3417,3854,4431,4969,5449,6190,6752,7647,8616,9075,9632,10526,11204,11209,11614,12004,13284,13948,14450,15148,15937,16819,17599,18667,19307,20351,20617,21771,23262,23081,23974,25694,26941,28936,30997,32104
3,5029,"Conway, AR",2476,2583,2821,3138,3628,4016,4477,4766,5196,5763,6554,7076,7982,8351,8877,9510,9856,10374,10642,11380,12450,13174,13976,15380,15745,16610,17185,18578,19064,20464,21345,22457,23558,23400,24268,25769,26387,27858,30533,31858
3,5031,"Craighead, AR",2651,2921,3057,3361,3796,4237,4802,5208,5790,6912,7085,7485,8377,8867,9350,10481,11050,11497,12121,12862,13526,14138,15045,16168,16474,17035,18042,18769,19495,20434,21624,22651,23514,24277,26043,26440,27419,28517,29767,30622
3,5033,"Crawford, AR",2230,2430,2623,2904,3334,3615,3978,4326,4646,5403,5976,6615,7508,7847,8358,9183,9767,10257,10586,11098,11559,11843,12459,13254,13879,14862,15215,15646,16453,17229,17895,19155,20268,20548,21406,22268,23723,24864,25839,26336
3,5035,"Crittenden, AR",2429,2788,3046,3351,3809,4146,4416,4878,5509,6448,6866,6828,7929,8119,8479,9634,10108,10286,10959,11790,12347,13004,13493,14576,14953,15995,16604,17613,18217,19172,19967,20216,21239,21592,23618,24880,25327,27067,28571,29669
3,5037,"Cross, AR",2247,2729,2765,3037,4408,5231,4586,4496,5244,6811,6983,6493,8049,7969,7970,9447,9890,9334,9896,11243,11452,11607,12682,13934,14424,15130,16441,17498,17498,18090,17984,18872,20157,19381,22406,23104,21940,23310,24348,27296
3,5039,"Dallas, AR",2190,2339,2567,2872,3425,3901,4113,4752,5180,5857,6460,7204,7696,8206,8718,9524,10149,10452,11016,11803,12607,13429,13789,15103,15889,16193,16600,17466,18117,18572,19092,20197,21551,21771,22301,23996,25592,27156,28920,29998
3,5041,"Desha, AR",2201,2431,2674,3133,3960,4351,4347,4925,5343,5721,6455,6144,7442,7480,7356,8740,8699,8371,9468,11186,10645,11170,12073,13299,13071,14803,15806,16280,17020,17733,18663,18893,19890,19569,23656,22900,23431,24347,26649,28741
3,5043,"Drew, AR",2129,2418,2715,2913,3454,3790,4131,4685,5130,6038,6604,6810,7685,7804,7934,8864,9042,9049,9895,10675,11107,11858,12897,14139,14741,15870,16561,17189,17943,18785,19110,19998,21358,21183,23137,24354,24738,25502,27261,28309
3,5045,"Faulkner, AR",2711,2751,2984,3396,3834,4193,4824,5275,5743,6694,7305,7927,8691,9260,10143,11074,11772,12345,12467,13167,13916,14470,15536,16290,17205,17891,19196,20483,21341,21799,22305,22981,24107,24217,24702,25624,26994,28645,30631,31008
3,5047,"Franklin, AR",2411,2543,2814,3109,3667,3727,4141,4647,4864,5465,5911,6474,7453,7867,7961,8727,9336,9994,9900,10591,11532,12244,13230,14423,15052,16193,16573,17257,18117,18828,19240,19785,21286,21530,22739,24456,25539,26318,28510,29086
3,5049,"Fulton, AR",1879,2084,2165,2615,2887,3147,3392,3694,4029,4717,5323,5591,6174,6482,6627,7098,7758,8208,8337,8739,9752,9990,10827,11467,11699,12307,12593,13046,13867,14368,15559,16916,18468,19094,19819,20785,21963,23998,25037,26105
3,5051,"Garland, AR",2823,3128,3450,3778,4177,4626,4998,5565,6128,6812,7465,8524,9640,10390,10774,11633,12419,12995,13324,14087,15513,16372,17150,18264,19107,19806,20677,21448,22273,23275,23500,24395,25223,25228,25738,27298,28854,30687,33055,33298
3,5053,"Grant, AR",2928,2992,3249,3574,4024,4408,4600,5109,5454,6156,7031,7838,8406,8846,9410,10250,10972,11432,11757,12441,13153,13959,14427,14996,15525,16207,17308,17982,19570,20637,21704,22661,24502,24802,25697,26369,27642,28778,31221,31368
3,5055,"Greene, AR",2311,2666,2857,3169,3719,4255,4368,4814,5176,6302,6121,6562,7775,8176,8487,9578,9685,9724,10119,11149,11607,12049,12770,13731,14206,15134,15892,16651,17260,18079,18685,19861,20545,20268,22215,23067,23367,24536,25709,27900
3,5057,"Hempstead, AR",2357,2418,2603,2970,3685,3653,4280,4606,4913,5521,5974,6235,7168,7516,7638,8932,9548,10441,10206,10607,11703,11997,12717,13761,14358,15283,15826,16650,17734,18228,19212,19711,21874,21295,21672,23054,22828,22790,24095,25093
3,5059,"Hot Spring, AR",2698,2879,3203,3377,3860,4318,4088,4812,5379,5964,6495,7299,7894,7987,8647,9617,9765,9797,9804,10583,11589,12400,12524,13329,13798,14310,15007,15590,16505,17085,17760,18684,19837,20093,20687,22154,23246,24477,25501,25944
3,5061,"Howard, AR",2618,2576,3004,3292,4074,4144,4905,5265,5857,6744,7052,7368,8042,8668,9314,10751,11165,12114,12069,12866,14205,14400,14950,16121,16601,17823,18788,19222,20057,20446,21070,21523,23043,22096,22365,25067,25065,24659,26791,27013
3,5063,"Independence, AR",2482,2641,2857,3208,3938,4247,4594,5101,5433,6002,6714,6991,8102,8588,8741,9662,10256,10806,11067,11771,12940,13908,14347,15257,15738,16305,17268,18155,18736,19947,20821,21132,22814,22810,23762,25942,27436,29047,31313,32093
3,5065,"Izard, AR",2134,2343,2591,2970,3435,3548,3976,4345,4699,5470,6057,6721,7560,8042,8363,9028,9591,10199,10392,11060,12018,12681,13279,13175,13391,13814,14215,14888,15571,16144,17228,17662,18596,19386,20088,21673,22426,23664,24895,25788
3,5067,"Jackson, AR",2355,2680,2658,2934,3997,4825,4708,4419,5211,6563,6606,6472,7949,8006,8325,9725,10172,9823,10655,11835,12047,12410,13218,14752,15172,15253,16761,18083,18505,18780,19389,20449,22284,21651,24707,24945,24477,25969,27696,31304
3,5069,"Jefferson, AR",2611,2823,3116,3369,3870,4175,4593,5122,5684,6368,7024,7670,8369,8611,9206,9968,10547,11362,11546,12446,13063,13937,14188,15044,15790,16150,16714,17475,17744,18609,19143,20171,21223,22110,23276,24429,25238,26440,27943,29043
3,5071,"Johnson, AR",2214,2311,2544,2856,3375,3525,3941,4274,4657,5095,5702,6340,7051,7561,8039,8702,9234,9958,9636,10307,11429,11687,12392,13474,14110,14675,15490,15968,16455,17194,17831,18414,19458,20102,20548,21572,22005,22160,23864,24730
3,5073,"Lafayette, AR",2362,2665,2911,3296,3611,3720,4424,5058,5560,6193,6900,7044,7727,8256,8356,9148,8926,8989,9157,10054,10862,11093,11799,12903,12845,14166,13755,15069,16073,16840,18296,19377,21508,21034,22389,24476,23877,23701,25531,26211
3,5075,"Lawrence, AR",2181,2532,2513,2791,3696,4537,4381,4406,4813,6470,6748,6625,7702,7951,8039,9045,9637,9215,9642,10997,11232,11155,12044,13097,13946,14029,15061,15858,16427,17224,17101,18681,19582,19442,22078,22545,22313,23461,24707,26608
3,5077,"Lee, AR",1796,2015,2199,2397,2893,3278,3291,3449,4297,4795,5103,4648,5832,5599,5659,6598,7195,6889,7284,9131,8926,9873,10160,11514,11596,12498,12845,14698,14259,13825,15267,15756,18050,16330,22439,21383,19954,22311,25336,26734
3,5079,"Lincoln, AR",2044,2199,2434,2582,3672,3509,3748,4274,4524,5463,5680,5156,6321,6269,6092,7296,7492,7869,8150,9239,8922,8855,9396,10812,11116,12603,12645,13910,14634,14938,15458,15954,16691,16071,18974,20581,20516,21062,23080,24680
3,5081,"Little River, AR",2655,2736,2763,3142,3315,3737,3947,4685,4768,5656,7088,6938,7697,8345,8892,9812,10229,10736,11077,11883,12916,14736,14901,15100,15985,16554,17361,18186,19119,19189,19750,20327,21193,21213,22594,24230,24785,25157,27494,29054
3,5083,"Logan, AR",2194,2344,2744,3026,3413,3635,4046,4466,4850,5281,5830,6615,7325,7822,8203,8925,9318,9938,10089,10904,11876,12393,13032,13911,14745,15349,15836,17036,17439,17815,18027,18565,20110,20080,20898,21510,22294,22768,24905,25591
3,5085,"Lonoke, AR",2715,3133,3623,4169,5228,5808,5589,5743,6224,7329,7225,8001,8826,9054,9638,10713,11471,11381,11895,13140,13597,14202,15032,16642,16912,17838,18938,19895,20373,21426,22194,23078,24558,24420,26048,26665,27280,28463,30181,30631
3,5087,"Madison, AR",2265,2220,2546,3107,3775,3824,4554,4584,4650,5398,5832,6117,7153,7240,7631,8903,9652,10609,10962,11307,12623,12417,12899,13497,14199,14741,15745,16746,17926,17973,19087,19328,21000,20980,21729,23301,22925,22643,23426,23083
3,5089,"Marion, AR",1903,2089,2386,2583,3077,3368,3740,4271,4468,5083,5680,6150,6930,7329,8083,8503,9295,9967,10677,11339,11816,12156,12736,13432,13657,14593,14760,14906,15558,15923,16520,17329,17866,18118,19117,20442,21521,22756,24111,24441
3,5091,"Miller, AR",2871,2964,3032,3294,3649,4040,4301,4926,5517,6262,7054,7655,8499,9195,9509,10593,11008,11052,11284,11665,12308,12796,13381,14277,14735,15772,16428,17699,18415,19280,20637,21504,24057,24088,24916,26563,27488,29293,31328,31994
